상가업소번호,키워드,행정동,업종,리뷰,가게명,갯수
MA010120220813453393,파인애플,성수2가제3동,한식,"엔초비 꼭 추가하세요 삼겹살에 엔초비라니 그것도 올리브유가 아니라 고추기름에 절인 맛있는 엔초비. 아 대박이었어요.  삼겹살이랑 엔초비라니!!! 엔초비시키기 전에도 고기랑 반찬 , 음식이 전체적으로 너무 맛있어서 엔초비를 시켜봄. 삼겹에 엔초비 올려 한 입 먹으니 지금도 짜꾸만 생각남 ㅠㅠ  목살 다른집보다 고급스럽게 맛있는 느낌이구 전체적으로 완전 다 맛있었어요.  짜글이 특히 대박이고( 밥들어 감) 치즈 파인애플 삼합도 맛있구 그낭 반찬부터 하나 같이 다 맛있었던 집이에요. 다음엔 남친이랑 또 갈게여!!!",효자동목고기,17.0
MA010120220813453393,친절한,성수2가제3동,한식,늦게 남기게 되었지만 사장님 친절하시고 일단 음식이 맛잇어요,효자동목고기,13.0
MA010120220813453393,김치찌개,성수2가제3동,한식,예전에 방문했을 때는 점심특선 반찬 햄부침 같은 거였는데 갑자기 잘게썰린 햄으로 변해버려서 조금 웃겼어요. 그래도 김치찌개는 여전히 맛있어요. 사장님도 여전히 표정이 해맑으시고 친절해요^^,효자동목고기,9.0
MA010120220813453393,목살,성수2가제3동,한식,일단 사장님 정말 친절하세요~ 여러가지 부탁이 있었는데 친절히 응대해 주시고 예상했던것 보다 목고기가 훨신 더 부드럽고 맛있었습니다! 목살의 퍽퍽한 식감 없이 그저 부드럽게 맛있게 먹고 가요 다음에 또 목살 먹고 싶으면 방문할것 같아요,효자동목고기,5.0
MA010120220813453393,맛있는 고기,성수2가제3동,한식,"성수역 인근 맛있는 고기 생각날 때 들리면 좋은 곳-!! 특히 구운 파인애플이랑 치즈, 고기의 삼합은 완전 최고-! 세상에 이게 이렇게 잘 어울릴줄이야-  마무리로 먹는 짜글이는 간도 쎄지 않고 너무 맛있었어요",효자동목고기,5.0
MA010120220813453393,추천,성수2가제3동,한식,목고기 가브리살 껍데기 짜글이 먹었어요!  사장님도 넘 친절하시구 고기도 맛깔나게 다 구워주세요ㅎㅎ 매장도 깔끔하고 너무 시끄럽지도 않습니다 추천추천^0^,효자동목고기,5.0
MA010120220813453393,주차,성수2가제3동,한식,매장이 넓고 깔끔해서 좋았고 고기도 두툼하고 때깔이 좋았는데 또 직접 구워주시니까 알맞게 구워져서 더 맛있었어요 ! 건물에 주차도 가능하고 성수역에서도 아주 가까워서 접근성도 넘넘 좋은것 같아요,효자동목고기,4.0
MA010120220809635614,맛있는,성수1가제1동,한식,편히고 맛있습니다,회현집,4.0
MA010120220809635614,맛있는 음식,성수1가제1동,한식,음식이 맛있어요,회현집,2.0
MA0101202212A0043403,닭도리탕,성수1가제2동,주점,닭토리탕 맛있어요,55주막,1.0
MA010120220809635614,가성비,성수1가제1동,한식,가성비가 좋아요,회현집,2.0
MA010120220809635614,저렴한,성수1가제1동,한식,음식이 맛있고 저렴한편입니다,회현집,1.0
MA010120220809635614,친절한,성수1가제1동,한식,친절하고 가성비가 좋습니다,회현집,1.0
MA010120220809635614,다양한,성수1가제1동,한식,메뉴가 다양합니다,회현집,1.0
MA010120220809635614,다양한 메뉴,성수1가제1동,한식,메뉴가 다양합니다,회현집,1.0
MA010120220813714251,맛있는,성수2가제1동,한식,반찬 맛있어요!,회사식당,16.0
MA010120220813714251,가성비,성수2가제1동,한식,가성비 굿 맛도 굿 !,회사식당,11.0
MA010120220813714251,점심,성수2가제1동,한식,점심핫플,회사식당,5.0
MA010120220813714251,회사,성수2가제1동,한식,직장근처인데 반찬 잘 나와요 울회사 아니고 다른곳이 더 맛나서 여기로 와요 늦게오면 자리없음요,회사식당,5.0
MA010120220813714251,회사식당,성수2가제1동,한식,언제나 맛있는 회사식당,회사식당,4.0
MA010120220813714251,가성비 좋은,성수2가제1동,한식,주변에서 가장 가성비 좋고 퀄리티 좋아요~,회사식당,4.0
MA010120220813714251,친절한,성수2가제1동,한식,회사.점심때 자주 찾는곳입니다. 요기 넘 친절하시고 맛있어요,회사식당,2.0
MA010120220813714251,신선한,성수2가제1동,한식,식재료가 신선하고 웰빙 음식이 많아 강력 추천 드립니다 그리고 일하시는 분들이 친절합니다,회사식당,2.0
MA010120220813448904,맛있는 된장찌개,성수2가제3동,한식,된장찌개 맛나요.,B1 KITCHEN,1.0
MA010120220813714251,다양한,성수2가제1동,한식,다양한 메뉴와 가성비 갑~~,회사식당,2.0
MA010120220810094155,맛있는,성수1가제2동,한식,음식 맛있고 양 많고 친절하시고 모든 반찬이 무한리필 이에요!! 회식자리로 하기 정말 좋아요~~~~,황기닭한마리,4.0
MA010120220810094155,후추,성수1가제2동,한식,완전 비추입니다 후추랑 소금 간을 해서 주더라구요 엄청 짜고 걍 몇 숟갈 먹다가 나왔어,황기닭한마리,2.0
MA010120220810094155,친절한,성수1가제2동,한식,음식 맛있고 양 많고 친절하시고 모든 반찬이 무한리필 이에요!! 회식자리로 하기 정말 좋아요~~~~,황기닭한마리,2.0
MA010120220810094155,맛있는 음식,성수1가제2동,한식,음식도 맛있고 친절하시규 양도 많고 좋아요~~,황기닭한마리,2.0
MA010120220810094155,후추랑 소금,성수1가제2동,한식,완전 비추입니다 후추랑 소금 간을 해서 주더라구요 엄청 짜고 걍 몇 숟갈 먹다가 나왔어,황기닭한마리,1.0
MA010120220813133056,담백한,성수1가제1동,카페,소금빵 담백하고 맛있어요,bakery tomo,2.0
MA010120220810094155,국물,성수1가제2동,한식,국물이 시원합니다~!!,황기닭한마리,1.0
MA010120220810094155,닭,성수1가제2동,한식,닭한마리 맛있어요 면/밥 추가는 개별,황기닭한마리,1.0
MA010120220813133056,생크림 케이크의 우유향,성수1가제1동,카페,생크림케이크가 우유향이 풍부하고 많이 달지도 않고 맛있음,bakery tomo,1.0
MA010120220810094155,맛있는 부추 전도,성수1가제2동,한식,국물이 약간 짜지만! 반찬들도 다 맛있어요! 부추전도 맛나구요,황기닭한마리,1.0
MA010120220802078265,맛있는,성수2가제3동,한식,맛있게 잘 먹었습니다 ~~,황금어장,25.0
MA010120220802078265,새우,성수2가제3동,한식,전어와 새우 최고입니다...,황금어장,10.0
MA010120220802078265,신선한,성수2가제3동,한식,성수역 횟집  비싸고 신선한거 같지도 않음,황금어장,8.0
MA010120220802078265,튀김,성수2가제3동,한식,"물회, 새우튀김 둘다 맛있고 양도 많아요!",황금어장,5.0
MA010120220802078265,물회,성수2가제3동,한식,"물회, 새우튀김 둘다 맛있고 양도 많아요!",황금어장,4.0
MA010120220802078265,회,성수2가제3동,한식,가을전어 회 먹을수있어요 횟감이 싱싱해요,황금어장,4.0
MA010120220802078265,방어,성수2가제3동,한식,방어 잘 먹었어요~,황금어장,4.0
MA010120220802078265,새우 튀김,성수2가제3동,한식,"물회, 새우튀김 둘다 맛있고 양도 많아요!",황금어장,4.0
MA010120220802078265,어회,성수2가제3동,한식,대방어회 먹었는데 다양한 부위로 푸짐하게 나와서 좋았어요. 너무 기름지지 않으면서 고소하고 쫄깃하고 진짜 맛있네요. 매운탕도 푸짐하고 칼칼하니 술안주로 좋고 가성비 좋아요.,황금어장,3.0
MA010120220802078265,싱싱한,성수2가제3동,한식,"와,,여기 대방어 찐이에요! 올해 먹은 대방어중 체고방어 부위별로 다양하고 혜자롭게 맛볼 수 있어 좋았어요 존맛탱,,, 싱싱한 생굴도 바다내음가득 보약이 따로 없었답니다! 회러버로서 계절회 먹으러 계절별로 방문해줘야할 곳이에요 왕추천합니다",황금어장,3.0
MA010120220803075899,맛있는,성수2가제3동,동남아시아,분위기도 좋고 음식도 맛있고 친절한 서비스까지! 기분좋게 부모님과 식사할 수 있어 좋았어요! 다음엔 친구들이랑 또 와야겠어요.,화화담 성수,116.0
MA010120220803075899,쌀국수,성수2가제3동,동남아시아,쌀국수 jmt,화화담 성수,51.0
MA010120220803075899,스테이크,성수2가제3동,동남아시아,"엄청 큰 스테이크 가격이 아주 맘에 들고, 잘 먹고 왔어요 친절하고 인테리어 동화 같아요.",화화담 성수,27.0
MA010120220803075899,맛있는 쌀국수,성수2가제3동,동남아시아,쌀국수 맛있어요~~,화화담 성수,15.0
MA010120220803075899,곱창,성수2가제3동,동남아시아,흔치않은 고수맛집!!!! 아주 잘먹읐습니댱 포10쌀국수 고기도 곱창도 숙주도 면도 왜 안줄죠 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 데이트하기도 좋은 분위기입니다,화화담 성수,13.0
MA010120220803075899,고기,성수2가제3동,동남아시아,고기 양이 아주 푸짐해서 좋습니다,화화담 성수,12.0
MA010120220803075899,수비드,성수2가제3동,동남아시아,바질 크림 수비드 스테이크는 매운 음식이랑 잘 어울리는 느낌이에요,화화담 성수,10.0
MA010120220803075899,바질,성수2가제3동,동남아시아,바질 크림 수비드 스테이크는 매운 음식이랑 잘 어울리는 느낌이에요,화화담 성수,9.0
MA010120220803075899,크림,성수2가제3동,동남아시아,바질 크림 수비드 스테이크는 매운 음식이랑 잘 어울리는 느낌이에요,화화담 성수,8.0
MA010120220803075899,웨이팅,성수2가제3동,동남아시아,"토요일 오후 3:40분쯤 방문했는데 웨이팅 20분 가량 했습니다 ㅎㅎ 밥때를 놓쳐서 괜찮을 줄 알았는데 웨이팅 무엇 기다리는 동안 메뉴 생각했다가 들어가자마자 시켰고, 거의 10분 안에 나온 것 같아요! 양곱새는 매콤해서 제 입맛에 딱, 클래식은 깊고 구수한 맛이라 남편 입맛에 딱 맞아서 추운 날 맛있게 먹었어요^_^! 전반적으로 간이 짭짤한 편입니다 ㅎㅎ 오르내리는 계단이 가파르고 불편해서 그거 빼고는 괜찮았어요",화화담 성수,8.0
MA010120220806651158,맛있는,성수2가제3동,한식,프리렌서로 혼자 밥먹을때 가끔 가는데 친절하시고 김치찌게 맛있습니다.,화포식당성수,19.0
MA010120220806651158,고기,성수2가제3동,한식,고기가 신선하고 맛잇어요,화포식당성수,18.0
MA010120220806651158,김치찌개,성수2가제3동,한식,한돈숙성지김치찌개에요 끓여져서나와요,화포식당성수,7.0
MA010120220806651158,맛있는 고기,성수2가제3동,한식,한돈데이라서 삼겹살 16000 -> 13000원에 할인된 가격으로 먹었어요  리뷰들이 호불호가 좀 있어서 걱정반 기대반으로 방문했지만 서빙해주시는 어머니들도 친절하고 반찬들도 맛있고..고기가 무엇보다 맛있었습니다!  중간중간 와서 구워주시고 된장술밥도 크~~같이나온 파김치랑~~크~~ 서비스로 조개탕도 주셨는데 덕분에 잘먹고갑니다. 다음에 또 올게요!,화포식당성수,4.0
MA010120220806651158,친절한,성수2가제3동,한식,자체별점: ☆☆ 안타까운 가격대..맛은 있으나 굳이  애석하게도 주변에 갈 식당이 많음.  밑반찬도 너무 부실해서 차라리 주지말고 메인 음식에 양을 늘리던지 하시는게..  새 가게라 인테리어 깔끔하고 깨끗함. 비교적 친절함. 주차 어려움.,화포식당성수,4.0
MA010120220806651158,두루치기,성수2가제3동,한식,친절하시고 맛도 있어요 두루치기 추천,화포식당성수,3.0
MA010120220806651158,부대찌개,성수2가제3동,한식,깔끔한 부대찌개,화포식당성수,3.0
MA010120220806651158,비싼,성수2가제3동,한식,"가격은 좀 비싼듯 하지만 숙성통목살 정말 맛있어요. 쫄깃쫄깃, 사르르 녹았어요. 잘 먹었습니다.",화포식당성수,3.0
MA010120220806651158,육회,성수2가제3동,한식,육회비빔밥 먹었는데 육회 잘 안씹히고 그냥 그랬음..,화포식당성수,3.0
MA010120220806651158,삼겹살,성수2가제3동,한식,"삼겹살 구워주셔서 편하게 먹고옴. 서비스로 나온 게, 조개 들어간 탕은 입맛에 맞지 않았음.",화포식당성수,3.0
MA010120220803257016,커피,성수1가제2동,카페,"토마토 주스를 마셨는데, 많이 달지 않고 바로 토마토 2개 준비해서 갈아주시는 것 보고 마음에 들었어요! 크로와상 샌드위치도 맛있게 먹었습니다! 다음에는 커피도 마셔볼께요~",화이트글래스,59.0
MA010120220803257016,맛있는,성수1가제2동,카페,"땅콩잼토스트, 카야잼토스트 모두 맛있어요",화이트글래스,55.0
MA010120220803257016,빵,성수1가제2동,카페,빵이 짱맛,화이트글래스,26.0
MA010120220803257016,라떼,성수1가제2동,카페,인테리어도 층고가 높고 시원하고 모던해요. 시그니처인 화글라떼 정말 맛있어요. 일반 우유보다 밀도가 높고 많이 달지않고 눅진하니 맛있어요! 같이 간 친구는 여태 먹은 라떼중에 손안에 꼽히는 맛이래요,화이트글래스,14.0
MA010120220803257016,넓은,성수1가제2동,카페,베이커리 종류가 다양해서 좋았던 카페였어요 카페도 넓고 쾌적해서 작업하기에도 좋을 것 같았어요,화이트글래스,
MA010120220803257016,친절한,성수1가제2동,카페,친절해요,화이트글래스,10.0
MA010120220803257016,맛있는 커피,성수1가제2동,카페,"샌드위치, 휘낭시에도 맛있고 커피도 맛있음.  천장이 높아 좋은데, 음악이 좀 울려서 귀가 예민한 사람은 피곤할 수도 있지만 노이즈 캔슬링하면 문제 없음.  다인석도 있고, 일인 좌석도 잘 되어 있어서 간단히 식사하면서 혼자 작업하기 적당함.",화이트글래스,9.0
MA010120220803257016,맛집,성수1가제2동,카페,숨은 맛집,화이트글래스,8.0
MA010120220803257016,디저트,성수1가제2동,카페,디저트도 맛나고 공간이 아주 큰데 조용해서  대화하기도 좋고 공부하기도 되게 좋아 보였습니다!,화이트글래스,7.0
MA010120220803257016,음료,성수1가제2동,카페,성수뚝섬에서 이렇게 크고 자리많고 한적하고 편한 곳이 있다니! 데이트 하기 너무 좋았어요! 디저트류도 모두 맛있고 음료도 훌륭합니다! 친구들이랑 이쪽 부근오면 무조건 여기 데려올거에요!,화이트글래스,6.0
MA010120220805392488,맛있는,성수2가제3동,일식,맛있어요!!~,화양리우동집,6.0
MA010120220805392488,우동,성수2가제3동,일식,우동 좋아했는데 국물이 싱거워져서 아숴워요,화양리우동집,2.0
MA010120220813133056,착한 가격,성수1가제1동,카페,맛있어요!! 가격도 착함,bakery tomo,1.0
MA010120220805392488,김밥,성수2가제3동,일식,김밥이 맛있는데 옆구리가 계속 터지네요,화양리우동집,2.0
MA010120220805392488,만두소,성수2가제3동,일식,일반 프랜차이즈처럼 별 기대없이 먹어봤는데 넘 맛있어서  사장님한테 여쭤보니 면을 직접 손으로 만드신다고 하네요  면이랑 국물도 깔끔하고 김밥은 야채듬뿍 만두피는 감자피였고  만두소도 고기 듬뿍 들어있어서  너무 맛있게 잘 먹었습니다!,화양리우동집,2.0
